state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare,place_category,estimated_visits,popularity_score,best_season_to_visit,crowd_level,synthetic_review,sentiment_score,experience_score,item_id
Sikkim,Namchi,Doling Gompa,27.3516407,88.3239309,Religious & Spiritual Pilgrimages,4.5,0,Religious,25003,2.970986761,October to March,High,Doling Gompa  is a highly recommended religious destination with an excellent overall experience.,0.29,3.279197352,808
West Bengal,Kolkata,Tiretti Bazaar,22.57285,88.356,Shopping & Markets,4.1,0,Urban,22901,2.708204928,October to March,High,Tiretti Bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.279140986,809
Tamil Nadu,Coimbatore,GeDee Car museum tour,10.9132206,76.7404437,"Arts, Science & Literature Attractions, Cultural & Heritage Sites",4.5,0,Urban,24975,2.970683292,October to March,High,GeDee Car museum tour is a highly recommended urban destination with an excellent overall experience.,0.29,3.279136658,810
Gujrat,Gandhinagar,Adalaj Stepwell,20.8879899,70.4012569,Cultural & Heritage Sites,4.5,0,Urban,24957,2.970488205,October to March,High,Adalaj Stepwell is a highly recommended urban destination with an excellent overall experience.,0.29,3.279097641,811
Uttar Pradesh,Noida,ISKON temple,28.5891805,77.3532039,Religious & Spiritual Pilgrimages,4.5,0,Religious,24951,2.970423176,October to March,High,ISKON temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.279084635,812
Uttarakhand,Dehradun,Shiv Mandir,30.408,78.0867,Religious & Spiritual Pilgrimages,4.5,0,Religious,24950,2.970412338,October to March,High,Shiv Mandir is a highly recommended religious destination with an excellent overall experience.,0.29,3.279082468,813
Maharashtra,Ratnagiri,Jaigad Fort,17.300493,73.221612,Cultural & Heritage Sites,4.1,0,Urban,22872,2.707890621,October to March,High,Jaigad Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.279078124,814
Puducherry,Puducherry,Chunnambar boat house,11.8838125,79.8006875,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.5,0,Urban,24894,2.969805401,October to March,High,Chunnambar boat house is a highly recommended urban destination with an excellent overall experience.,0.29,3.27896108,815
Gujrat,Vadodara,Inorbit Mall Vadodara,22.3114569,73.191386,Shopping & Markets,4.5,0,Urban,24892,2.969783724,October to March,High,Inorbit Mall Vadodara is a highly recommended urban destination with an excellent overall experience.,0.29,3.278956745,816
Gujarat,Gandhinagar,Dandi Kutir,28.6126735,77.2772619,"Arts, Science & Literature Attractions",4.5,0,Urban,24874,2.969588637,October to March,High,Dandi Kutir is a highly recommended urban destination with an excellent overall experience.,0.29,3.278917727,817
Rajasthan,Jaipur,Jantar Mantar,26.8946582,75.8167154,"Arts, Science & Literature Attractions",4.5,0,Urban,24872,2.969566961,October to March,High,Jantar Mantar is a highly recommended urban destination with an excellent overall experience.,0.29,3.278913392,818
West Bengal,Murshidabad,Jahan Kosha cannon,24.1782162,88.2687913,Cultural & Heritage Sites,4.5,0,Urban,24867,2.96951277,October to March,High,Jahan Kosha cannon is a highly recommended urban destination with an excellent overall experience.,0.29,3.278902554,819
Uttar Pradesh,Meerut,Hastinapur,29.1568812,77.9938497,"Sightseeing & Exploration, Cultural & Heritage Sites",4.5,0,Urban,24866,2.969501932,October to March,High,Hastinapur is a highly recommended urban destination with an excellent overall experience.,0.29,3.278900386,820
Maharashtra,Satara,Pratapgad Fort,17.9372875,73.5783932,Cultural & Heritage Sites,4.5,0,Urban,24856,2.96939355,October to March,High,Pratapgad Fort is a highly recommended urban destination with an excellent overall experience.,0.29,3.27887871,821
Uttarakhand,Rishikesh,Neelkantha Mahadeva Temple,30.081059,78.340565,Religious & Spiritual Pilgrimages,4.5,0,Religious,24837,2.969187625,October to March,High,Neelkantha Mahadeva Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.278837525,822
Himachal Pradesh,Manali,Gulaba viewpoint,32.3179031,77.1893396,Sightseeing & Exploration,4.5,0,Urban,24828,2.969090081,October to March,High,Gulaba viewpoint is a highly recommended urban destination with an excellent overall experience.,0.29,3.278818016,823
Rajasthan,Ranthambore,Ranthambore Fort,26.0174913,76.4532362,Cultural & Heritage Sites,4.5,0,Urban,24817,2.968970862,October to March,High,Ranthambore Fort is a highly recommended urban destination with an excellent overall experience.,0.29,3.278794172,824
Goa,Goa,Se Cathedral,15.6046375,73.7369631,Religious & Spiritual Pilgrimages,4.5,0,Religious,24783,2.968602364,October to March,High,Se Cathedral is a highly recommended religious destination with an excellent overall experience.,0.29,3.278720473,825
Sikkim,Pelling,Kalimpong,27.0593562,88.4694535,Sightseeing & Exploration,4.5,0,Urban,24770,2.968461468,October to March,High,Kalimpong is a highly recommended urban destination with an excellent overall experience.,0.29,3.278692294,826
Karnataka,Bijapur,Shivgiri Temple,16.817515,75.7563529,Religious & Spiritual Pilgrimages,4.5,0,Religious,24739,2.968125484,October to March,High,Shivgiri Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.278625097,827
Madhya Pradesh,Indore,Sarafa Bazar,22.7175144,75.852306,Shopping & Markets,4.5,0,Urban,24711,2.967822016,October to March,High,Sarafa Bazar is a highly recommended urban destination with an excellent overall experience.,0.29,3.278564403,828
Karnataka,Bangalore,Church street,28.6101926,77.2344179,Sightseeing & Exploration,4.1,0,Urban,22617,2.705126888,October to March,High,Church street is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.278525378,829
Uttarakhand,Haridwar,Har Ki Pauri,29.9573607,78.1749687,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.5,0,Religious,24683,2.967518547,October to March,High,Har Ki Pauri is a highly recommended religious destination with an excellent overall experience.,0.29,3.278503709,830
Tamil Nadu,Madurai,Vaigai dam,9.9252007,78.1187073,Sightseeing & Exploration,4.1,0,Urban,22604,2.704985992,October to March,High,Vaigai dam is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.278497198,831
Kerala,Thiruvanthapuram,Kanakakkunnu Palace,8.5105939,76.9549377,Cultural & Heritage Sites,4.5,0,Urban,24675,2.967431841,October to March,High,Kanakakkunnu Palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.278486368,832
Uttarakhand,Haridwar,Bara Bazar,22.5817406,88.3543972,Shopping & Markets,4.5,0,Urban,24673,2.967410165,October to March,High,Bara Bazar  is a highly recommended urban destination with an excellent overall experience.,0.29,3.278482033,833
Uttarakhand,Rishikesh,Devprayag Sightseeing,30.1459471,78.5992925,Sightseeing & Exploration,4.1,0,Urban,22579,2.704715037,October to March,High,Devprayag Sightseeing  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.278443007,834
Uttarakhand,Kedarnath,Kedarnath,30.7346267,79.0668943,Religious & Spiritual Pilgrimages,4.5,0,Religious,24636,2.967009153,October to March,High,Kedarnath is a highly recommended religious destination with an excellent overall experience.,0.29,3.278401831,835
Tamil Nadu,Coimbatore,Valankulam lake,10.4059862,77.0324697,Sightseeing & Exploration,4.5,0,Urban,24635,2.966998315,October to March,High,Valankulam lake is a highly recommended urban destination with an excellent overall experience.,0.29,3.278399663,836
Maharashtra,Pune,Pune-Okayama Friendship Garden,18.4913813,73.8367603,Sightseeing & Exploration,4.5,0,Urban,24634,2.966987476,October to March,High,Pune-Okayama Friendship Garden is a highly recommended urban destination with an excellent overall experience.,0.29,3.278397495,837
Andhra Pradesh,Vijayawada,Shopping at Besant road,16.5107307,80.6265836,Shopping & Markets,4.5,0,Urban,24627,2.966911609,October to March,High,Shopping at Besant road is a highly recommended urban destination with an excellent overall experience.,0.29,3.278382322,838
Goa,Panjim,Gallery Gitanjali,12.9747587,77.6093926,"Arts, Science & Literature Attractions",4.5,0,Urban,24626,2.966900771,October to March,High,Gallery Gitanjali is a highly recommended urban destination with an excellent overall experience.,0.29,3.278380154,839
Goa,Goa,Basilica of Bom Jesus,15.5008,73.9114,Religious & Spiritual Pilgrimages,4.5,0,Religious,24618,2.966814066,October to March,High,Basilica of Bom Jesus is a highly recommended religious destination with an excellent overall experience.,0.29,3.278362813,840
Gujrat,Somnath,Somnath Beach,22.2935993,73.1919074,Religious & Spiritual Pilgrimages,4.5,0,Religious,24606,2.966684008,October to March,High,Somnath Beach is a highly recommended religious destination with an excellent overall experience.,0.29,3.278336802,841
Uttarakhand,Haridwar,Jwalapur Bazar,29.9267729,78.1071057,Shopping & Markets,4.1,0,Urban,22484,2.703685411,October to March,High,Jwalapur Bazar  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.278237082,842
Goa,Panjim,Shopping at M.G.Road,15.4941033,73.8300775,Shopping & Markets,4.1,0,Urban,22477,2.703609544,October to March,High,Shopping at M.G.Road is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.278221909,843
Sikkim,Ravangla,Borong Hot springs,27.3657693,88.3278092,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,20,Wildlife,4618,2.450050668,November to April,Medium,Borong Hot springs is a popular wildlife place offering a pleasant and enjoyable visit.,0.520833333,3.271260134,844
Kerala,Alappuzha,International Coi Museum,9.6007506,76.2982585,"Arts, Science & Literature Attractions",4.3,0,Urban,24146,2.84169845,October to March,High,International Coi Museum is a popular urban place offering a pleasant and enjoyable visit.,0.366666667,3.26833969,845
Sikkim,Pelling,Rural Artisan Marketing Centre,27.3007124,88.2358993,Shopping & Markets,4.3,0,Urban,23678,2.836626186,October to March,High,Rural Artisan Marketing Centre is a popular urban place offering a pleasant and enjoyable visit.,0.366666667,3.267325237,846
Uttarakhand,Mussoorie,Classic Emporium,30.4556286,78.0783262,"Shopping & Markets, Arts, Science & Literature Attractions",4.6,100,Urban,4518,2.808966851,October to March,Medium,Classic Emporium is a highly recommended urban destination with an excellent overall experience.,0.265333333,3.25979337,847
Puducherry,Puducherry,Sightseeing at Green Quarter,11.9415915,79.8083133,Sightseeing & Exploration,4.7,0,Urban,26150,3.103418142,October to March,High,Sightseeing at Green Quarter is a highly recommended urban destination with an excellent overall experience.,0.192,3.258683628,848
Andhra Pradesh,Visakhapatnam,Old Book market by Purna Market,17.7090249,83.297086,Shopping & Markets,4.3,30,Urban,5061,2.634851978,October to March,Medium,Old Book market by Purna Market is a popular urban place offering a pleasant and enjoyable visit.,0.386666667,3.256970396,849
Kerala,Kochi,LuLu International Shopping Mall,10.0578407,77.0660813,Shopping & Markets,4.6,0,Urban,25655,3.038053248,October to March,High,LuLu International Shopping Mall is a highly recommended urban destination with an excellent overall experience.,0.232,3.25561065,850
Uttarakhand,Mussoorie,Camel's back road,30.4603685,78.0728065,Sightseeing & Exploration,4.6,0,Urban,25417,3.035473764,October to March,High,Camel's back road is a highly recommended urban destination with an excellent overall experience.,0.232,3.255094753,851
Andaman and Nicobar Islands,Havelock Island,Long island,40.789142,-73.134961,Sightseeing & Exploration,4.3,0,Urban,23816,2.838121854,October to March,High,Long island is a popular urban place offering a pleasant and enjoyable visit.,0.356666667,3.252624371,852
Uttarakhand,Mussoorie,Har ki dun trek,31.1505598,78.4290807,Adventure & Outdoor Activities,4.1,500,Urban,4821,2.512250817,October to March,Medium,Har ki dun trek is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.239950163,853
Tamil Nadu,Coimbatore,Maryoor hilly getaway,11.02638,76.9315362,Sightseeing & Exploration,4.1,20,Urban,4817,2.512207464,October to March,Medium,Maryoor hilly getaway is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.239941493,854
Tamil Nadu,Madurai,Thiruparankundram temple,13.0826802,80.2474329,Religious & Spiritual Pilgrimages,4.1,27,Religious,4711,2.511058618,October to March,Medium,Thiruparankundram temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.239711724,855
West Bengal,Kolkata,Eden Gardens,22.5202798,88.3420877,Sports & Recreation,4.1,2500,Urban,4671,2.510625091,October to March,Medium,Eden Gardens is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.239625018,856
Himachal Pradesh,Shimla,Rafting at Tattapani,31.2487896,77.0895421,Adventure & Outdoor Activities,4.1,1050,Urban,4629,2.510169888,October to March,Medium,Rafting at Tattapani is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.239533978,857
Uttar Pradesh,Varanasi,Ramnagar Fort,25.2695094,83.0250876,Cultural & Heritage Sites,4.1,25,Urban,4370,2.507362802,October to March,Medium,Ramnagar Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.23897256,858
Tamil Nadu,Kanyakumari,Padmanabhapuram palace,8.0778074,77.5558698,Cultural & Heritage Sites,4.1,10,Urban,4268,2.506257309,October to March,Medium,Padmanabhapuram palace is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.238751462,859
Uttar Pradesh,Aligarh,Aligarh Fort,27.9305608,78.0630535,Cultural & Heritage Sites,4.1,20,Urban,4133,2.504794156,October to March,Medium,Aligarh Fort is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.238458831,860
Delhi,Delhi,Qutub Minar,28.5244946,77.1855177,Cultural & Heritage Sites,4.5,35,Urban,5250,2.756900392,October to March,Medium,Qutub Minar is a highly recommended urban destination with an excellent overall experience.,0.29,3.236380078,861
Jammu and Kashmir,Srinagar,Skiing in Gulmarg,34.0483704,74.3804791,Adventure & Outdoor Activities,4.5,370,Urban,5229,2.75667279,October to March,Medium,Skiing in Gulmarg is a highly recommended urban destination with an excellent overall experience.,0.29,3.236334558,862
Bihar,Patna,Patna museum,25.612727,85.1332734,Cultural & Heritage Sites,4.5,10,Urban,5214,2.756510218,October to March,Medium,Patna museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.236302044,863
Sikkim,Gangtok,Paragliding in Baliman Dara,27.3481118,88.5957415,Adventure & Outdoor Activities,4.5,1000,Urban,5170,2.756033338,October to March,Medium,Paragliding in Baliman Dara is a highly recommended urban destination with an excellent overall experience.,0.29,3.236206668,864
Tamil Nadu,Kodaikanal,Hike to Pillars of Nature,10.2235459,77.4617799,Adventure & Outdoor Activities,4.5,650,Urban,5135,2.755654002,October to March,Medium,Hike to Pillars of Nature is a highly recommended urban destination with an excellent overall experience.,0.29,3.2361308,865
Maharashtra,Nagpur,Raman Science Centre,21.1459008,79.0941262,"Arts, Science & Literature Attractions",4.5,15,Urban,5098,2.75525299,October to March,Medium,Raman Science Centre is a highly recommended urban destination with an excellent overall experience.,0.29,3.236050598,866
Punjab,Chandigarh,Rock Garden,30.7421379,76.8187557,Sightseeing & Exploration,4.5,30,Urban,5040,2.754624376,October to March,Medium,Rock Garden is a highly recommended urban destination with an excellent overall experience.,0.29,3.235924875,867
Maharashtra,Matheran,Neral-Matheran Toy Train,19.0229668,73.3175272,Sightseeing & Exploration,4.5,100,Urban,5015,2.754353422,October to March,Medium,Neral-Matheran Toy Train is a highly recommended urban destination with an excellent overall experience.,0.29,3.235870684,868
Madhya Pradesh,Gwalior,Gwalior Fort,26.2313245,78.1694957,Cultural & Heritage Sites,4.5,75,Urban,4943,2.753573074,October to March,Medium,Gwalior Fort is a highly recommended urban destination with an excellent overall experience.,0.29,3.235714615,869
Tamil Nadu,Mahabalipuram,India Seashell Museum,12.6094039,80.1876212,Cultural & Heritage Sites,4.5,20,Urban,4924,2.753367148,October to March,Medium,India Seashell Museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.23567343,870
Rajasthan,Jaipur,Jaigarh Fort,26.9401659,75.8170373,Cultural & Heritage Sites,4.5,35,Urban,4907,2.7531829,October to March,Medium,Jaigarh Fort is a highly recommended urban destination with an excellent overall experience.,0.29,3.23563658,871
Rajasthan,Jodhpur,Umaid Bhawan Palace,26.3040998,73.0253613,Cultural & Heritage Sites,4.5,50,Urban,4803,2.75205573,October to March,Medium,Umaid Bhawan Palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.235411146,872
Gujrat,Vadodara,Baroda Museum &Gallery,22.3223271,73.1655842,"Arts, Science & Literature Attractions",4.5,5,Urban,4791,2.751925672,October to March,Medium,Baroda Museum &Gallery is a highly recommended urban destination with an excellent overall experience.,0.29,3.235385134,873
Tamil Nadu,Coimbatore,TNAU Botanical gardens,10.983279,76.972167,Sightseeing & Exploration,4.5,60,Urban,4779,2.751795614,October to March,Medium,TNAU Botanical gardens is a highly recommended urban destination with an excellent overall experience.,0.29,3.235359123,874
Tamil Nadu,Mahabalipuram,Krishna's Chunk,11.1271225,78.6568942,Sightseeing & Exploration,4.5,10,Urban,4771,2.751708908,October to March,Medium,Krishna's Chunk is a highly recommended urban destination with an excellent overall experience.,0.29,3.235341782,875
Himachal Pradesh,Kullu,Rafting in river Beas,31.75917566,76.09238692,Adventure & Outdoor Activities,4.5,450,Urban,4752,2.751502983,October to March,Medium,Rafting in river Beas is a highly recommended urban destination with an excellent overall experience.,0.29,3.235300597,876
Maharashtra,Matheran,Chanderi Caves trek,19.0644,73.2452,Adventure & Outdoor Activities,4.5,500,Urban,4751,2.751492145,October to March,Medium,Chanderi Caves trek is a highly recommended urban destination with an excellent overall experience.,0.29,3.235298429,877
Uttarakhand,Dehradun,Robber's Cave,30.3754,78.0598,Adventure & Outdoor Activities,4.5,25,Urban,4750,2.751481307,October to March,Medium,Robber's Cave is a highly recommended urban destination with an excellent overall experience.,0.29,3.235296261,878
Delhi,Delhi,Humayun's Tomb,28.5932848,77.2507492,Cultural & Heritage Sites,4.5,30,Urban,4739,2.751362087,October to March,Medium,Humayun's Tomb is a highly recommended urban destination with an excellent overall experience.,0.29,3.235272417,879
Himachal Pradesh,Shimla,Kalka-Shimla Toy train,30.518,76.5615,Sightseeing & Exploration,4.5,320,Urban,4692,2.750852693,October to March,Medium,Kalka-Shimla Toy train is a highly recommended urban destination with an excellent overall experience.,0.29,3.235170539,880
Tamil Nadu,Yercaud,The Oak trails,11.7865552,78.2036325,Adventure & Outdoor Activities,4.5,200,Urban,4681,2.750733473,October to March,Medium,The Oak trails is a highly recommended urban destination with an excellent overall experience.,0.29,3.235146695,881
Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,15.9128998,79.7399875,Religious & Spiritual Pilgrimages,4.5,10,Religious,4645,2.750343299,October to March,Medium,Mallikarjuna Swamy Temple is a highly recommended religious destination with an excellent overall experience.,0.29,3.23506866,882
Maharastra,Kolhapur,Chhatrapati Shahu Palace,16.7193627,74.231735,Cultural & Heritage Sites,4.5,25,Urban,4613,2.749996478,October to March,Medium,Chhatrapati Shahu Palace is a highly recommended urban destination with an excellent overall experience.,0.29,3.234999296,883
Bihar,Bodh Gaya,Bodh gaya archaelogical museum,24.6949135,84.9874413,Cultural & Heritage Sites,4.5,40,Urban,4515,2.748934337,October to March,Medium,Bodh gaya archaelogical museum is a highly recommended urban destination with an excellent overall experience.,0.29,3.234786867,884
Rajasthan,Udaipur,Bagore ki Haveli,24.5931853,73.6396056,Cultural & Heritage Sites,4.5,30,Urban,4486,2.74862003,October to March,Medium,Bagore ki Haveli is a highly recommended urban destination with an excellent overall experience.,0.29,3.234724006,885
Telangana,Hyderabad,Charminar,13.0098328,77.5510964,Cultural & Heritage Sites,4.5,25,Urban,4450,2.748229856,October to March,Medium,Charminar is a highly recommended urban destination with an excellent overall experience.,0.29,3.234645971,886
Uttar Pradesh,Agra,Jahangir Mahal,27.1777367,78.0231589,Cultural & Heritage Sites,4.5,50,Urban,4375,2.747416993,October to March,Medium,Jahangir Mahal is a highly recommended urban destination with an excellent overall experience.,0.29,3.234483399,887
Goa,Goa,Old Goa,15.5014,73.9135,Cultural & Heritage Sites,4.5,0,Urban,25119,2.972243989,October to March,High,Old Goa is a highly recommended urban destination with an excellent overall experience.,0.252,3.222448798,888
Bihar,Patna,Takhat Shri Harimandir Ji Patna Sahib,25.5960503,85.2299561,Religious & Spiritual Pilgrimages,4.0,0,Religious,22790,2.647001891,October to March,High,Takhat Shri Harimandir Ji Patna Sahib is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216900378,889
Maharastra,Lonavala,Sunset at Lion's point,18.608297,73.3864648,Sightseeing & Exploration,4.0,0,Urban,22770,2.646785128,October to March,High,Sunset at Lion's point is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216857026,890
Uttarakhand,Ranikhet,Binsar Mahadev Mandir,30.0166279,79.1620873,Religious & Spiritual Pilgrimages,4.0,0,Religious,22767,2.646752613,October to March,High,Binsar Mahadev Mandir is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216850523,891
Uttar Pradesh,Meerut,Shapir ki Dargah,28.9844618,77.7064137,Religious & Spiritual Pilgrimages,4.0,0,Religious,22744,2.646503335,October to March,High,Shapir ki Dargah is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216800667,892
Bihar,Bodh Gaya,Bodhi tree,25.9644427,85.2722472,Religious & Spiritual Pilgrimages,4.0,0,Religious,22705,2.646080647,October to March,High,Bodhi tree is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216716129,893
Arunachal Pradesh,Tawang,Sela pass,28.2179994,94.7277528,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.0,0,Urban,22698,2.64600478,October to March,High,Sela pass is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216700956,894
West Bengal,Kolkata,Burra Bazaar,22.5599918,88.3531374,Shopping & Markets,4.0,0,Urban,22698,2.64600478,October to March,High,Burra Bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216700956,895
Odisha,Rourkela,VIP market,22.2477991,84.7472931,Shopping & Markets,4.0,0,Urban,22697,2.645993941,October to March,High,VIP market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216698788,896
Himachal Pradesh,Shimla,Lakkar bazaar,31.1058233,77.1787114,Shopping & Markets,4.0,0,Urban,22696,2.645983103,October to March,High,Lakkar bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216696621,897
Meghalaya,Cherrapunji,Mawmluh caves,25.2539985,91.7130622,Sightseeing & Exploration,4.0,0,Urban,22649,2.645473709,October to March,High,Mawmluh caves is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216594742,898
Maharashtra,Nagpur,Khindsi Lake water sports,21.404032,79.3634517,Adventure & Outdoor Activities,4.0,0,Urban,22630,2.645267784,October to March,High,Khindsi Lake water sports is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216553557,899
Tamil Nadu,Rameswaram,Kothandaramaswamy Temple,9.2886164,79.0680317,Religious & Spiritual Pilgrimages,4.0,0,Religious,22622,2.645181079,October to March,High,Kothandaramaswamy Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216536216,900
Arunachal Pradesh,Tawang,Tibetan Settlement market,28.2179994,94.7277528,"Cultural & Heritage Sites, Shopping & Markets",4.0,0,Urban,22614,2.645094373,October to March,High,Tibetan Settlement market is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216518875,901
Ladakh,Leh,Lamayuru  For Stargazing,34.1525864,77.5770535,Sightseeing & Exploration,4.0,0,Urban,22584,2.644769228,October to March,High,Lamayuru  For Stargazing is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216453846,902
Odisha,Rourkela,Indira Gandhi Park,22.2402062,84.8777569,Sightseeing & Exploration,4.0,0,Urban,22476,2.643598706,October to March,High,Indira Gandhi Park is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216219741,903
Odisha,Sambalpur,Ghanteswari temple,21.3546732,83.9811665,Religious & Spiritual Pilgrimages,4.0,0,Religious,22448,2.643295237,October to March,High,Ghanteswari temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216159047,904
Uttar Pradesh,Allahabad,All Saints Cathedral,25.27432,81.493504,Religious & Spiritual Pilgrimages,4.0,0,Religious,22426,2.643056797,October to March,High,All Saints Cathedral is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.216111359,905
Madhya Pradesh,Jabalpur,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4.0,0,Urban,22419,2.64298093,October to March,High,Sadar bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.216096186,906
Tamil Nadu,Chennai,Pondy bazaar,13.0398891,80.0276134,Shopping & Markets,4.0,0,Urban,22373,2.642482374,October to March,High,Pondy bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215996475,907
Ladakh,Leh,Spituk Gompa Trek,34.1260631,77.5258614,Religious & Spiritual Pilgrimages,4.0,0,Religious,22338,2.642103038,October to March,High,Spituk Gompa Trek is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.215920608,908
Nagaland,Kohima,Camping by Kohima mountains,25.6751129,94.1085998,Adventure & Outdoor Activities,4.0,0,Urban,22300,2.641691188,October to March,High,Camping by Kohima mountains is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215838238,909
Madhya Pradesh,Gwalior,Patankar bazaar,26.2024846,78.157517,Shopping & Markets,4.0,0,Urban,22290,2.641582806,October to March,High,Patankar bazaar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215816561,910
Uttar Pradesh,Varanasi,Sarnath pilgrim spot,25.3715564,83.0252136,Religious & Spiritual Pilgrimages,4.0,0,Religious,22196,2.640564018,October to March,High,Sarnath pilgrim spot is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.215612804,911
Himachal Pradesh,Manali,Vashisht baths,32.2810061,77.2290193,Adventure & Outdoor Activities,4.0,0,Urban,22187,2.640466475,October to March,High,Vashisht baths is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215593295,912
Meghalaya,Cherrapunji,Mawsmai cave-Longest cave systems in India,25.2445707,91.7240877,Sightseeing & Exploration,4.0,0,Urban,22186,2.640455637,October to March,High,Mawsmai cave-Longest cave systems in India is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215591127,913
Haryana,Gurugram,Vintage camera museum,29.0587757,76.085601,"Arts, Science & Literature Attractions",4.0,0,Urban,22161,2.640184682,October to March,High,Vintage camera museum is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215536936,914
Uttarakhand,Dehradun,Lakshman jhila bridge,30.1263798,78.3300576,Sightseeing & Exploration,4.0,0,Urban,22142,2.639978757,October to March,High,Lakshman jhila bridge is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215495751,915
Telangana,Hyderabad,Lad Bazaar,17.3973706,78.4001141,Shopping & Markets,4.0,0,Urban,22139,2.639946243,October to March,High,Lad Bazaar  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215489249,916
Madhya Pradesh,Gwalior,Sarafa Bazar,22.7175144,75.852306,Shopping & Markets,4.0,0,Urban,22115,2.639686127,October to March,High,Sarafa Bazar is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215437225,917
Tamil Nadu,Madurai,Shopping at Puthu Mandapam,9.9126199,78.1237483,Shopping & Markets,4.0,0,Urban,22092,2.639436849,October to March,High,Shopping at Puthu Mandapam is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.21538737,918
Nagaland,Kohima,Touphema village,25.8455682,94.1769749,Cultural & Heritage Sites,4.0,0,Urban,22062,2.639111704,October to March,High,Touphema village  is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215322341,919
Bihar,Patna,Budhha Smriti Park,25.6067139,85.1361502,Sightseeing & Exploration,4.0,0,Urban,22061,2.639100865,October to March,High,Budhha Smriti Park is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215320173,920
Haryana,Gurugram,DLF CyberHub for shopping,28.4950422,77.0890948,Shopping & Markets,4.0,0,Urban,21995,2.638385546,October to March,High,DLF CyberHub for shopping is a popular urban place offering a pleasant and enjoyable visit.,0.458333333,3.215177109,921
Rajasthan,Udaipur,Karni Mata Temple,24.5800483,73.6822576,Religious & Spiritual Pilgrimages,4.0,0,Religious,21985,2.638277165,October to March,High,Karni Mata Temple is a popular religious place offering a pleasant and enjoyable visit.,0.458333333,3.215155433,922
